,0,1,2,3,4,5,countries,topics,tweet_clean
4468,1.56e+18,2022-08-17 03:05:47+00:00,Update: #Russia🇷🇺-#Ukraine🇺🇦 https://t.co/1mby7DZpCR,United Kingdom,0,0,United Kingdom,Europe,Update
4470,1.56e+18,2022-08-17 03:05:45+00:00,"Ukraine War Update 8-16-22 - Wat in Ukraine News Hosted By Roman Prokopchuk

#ukraine #warinukraine #romanprokopchuk #ukrainian #ukrainenews #україна #славаукраїні #славабогу 

https://t.co/PbtmoPXoGI https://t.co/bKTuD6IHIq",United Kingdom,1,4,United Kingdom,Europe,Ukraine Update -16-22 Ukraine News Hosted Roman Prokopchuk
4475,1.56e+18,2022-08-17 03:05:30+00:00,"#ukraine limited Russia invasion to about same sliver of land they controlled since 2014, now Russia does not have capacity to supply troops and equipment to advance they are immobile, sitting ducks, slowly getting degraded day by day.",United Kingdom,0,0,United Kingdom,Europe,limited Russia invasion sliver land controlled since Russia capacity supply troops equipment advance immobile sitting ducks slowly getting degraded
4478,1.56e+18,2022-08-17 03:05:07+00:00,"Ukraine Situation Report: U.S. Told Kyiv Russia Planned To Seize Hostomel Airport

A new report details the lengths the U.S. went through to convince Ukraine’s president and the world that Russia would attack.

https://t.co/OukiFICDie",United Kingdom,0,0,United Kingdom,Europe,Ukraine Situation Report U.S. Told Kyiv Russia Planned Seize Hostomel AirportA report details lengths U.S. went convince Ukraines president world Russia would attack
4480,1.56e+18,2022-08-17 03:04:56+00:00,"https://t.co/19Exr4ZDpq Biden has tossed U.S.-Russian relations under the bus, taking Ukraine's side in the conflict.  Since when did Ukraine become a vital link to U.S. national security?  Biden embarked on a suicide mission for the U.S. in Ukraine, trying to defeat Russia.",United Kingdom,0,0,United Kingdom,Europe,Biden tossed U.S.-Russian relations taking Ukraine side conflict Since Ukraine become vital link U.S. national security Biden embarked suicide mission U.S. Ukraine trying defeat Russia
4481,1.56e+18,2022-08-17 03:04:25+00:00,"Special military operation of the Armed Forces of the Russian Federation dispelled the myth of the ""super weapon"" that the #West supplies to #Ukraine and which is supposedly able to reverse the situation at the front — Shoigu, Russian Defense Minister",United Kingdom,0,0,United Kingdom,Europe,Special military operation Armed Forces Russian Federation dispelled myth super weapon supplies supposedly able reverse situation front Shoigu Russian Defense Minister
4482,1.56e+18,2022-08-17 03:04:20+00:00,Tradition where Russia Red Army during World War II? Starts to RAPE beautiful women in Germany? Similar to that of the WAR in Ukraine? The problem is when there's rumors of the RUSSIANS? Raping Ukrainian women that are mostly blonde and HOT? Don't need to https://t.co/dWoNgkZ7VN,United Kingdom,0,0,United Kingdom,Europe,Tradition Russia Army World Starts RAPE beautiful women Germany Similar Ukraine problem rumors RUSSIANS Raping Ukrainian women mostly blonde need
4484,1.56e+18,2022-08-17 03:01:42+00:00,Jesus ukraine russia putin trump israel africa Allah islam juara 1 muhammad covid-19 taliban messi #BTC elon hindus fifa jungkook Zayn malik the boys #منخفض_الصمت vaughn tesla gondor #BBNaija #Password liz cheney gordon #EnoughIsEnough the raf google #drybumming Manchester United https://t.co/Ag94wJYqxF,United Kingdom,0,0,United Kingdom,Europe,Jesus ukraine russia putin trump israel africa Allah islam juara muhammad covid-19 taliban messi elon hindus fifa jungkook Zayn malik boys vaughn tesla gondor cheney gordon google Manchester United
4488,1.56e+18,2022-08-17 03:01:24+00:00,"From a military perspective, it is not necessary to use #nuclear weapons in #Ukraine, its primary purpose is to deter a nuclear attack — Shoigu, Russian Defense Minister",United Kingdom,0,0,United Kingdom,Europe,From military perspective necessary weapons primary purpose deter nuclear attack Shoigu Russian Defense Minister
4492,1.56e+18,2022-08-17 03:01:13+00:00,"“As we speak today, the shipment of prosthetic parts should be across the border in Ukraine; hopefully en route to the clinic, which is the longest and riskiest part of the journey."" @koconews https://t.co/eqg1c0iKw9
#amputee #limbsforlife #Ukraine #UkraineWar #prostheticlimb",United Kingdom,1,1,United Kingdom,Europe,speak today shipment prosthetic parts across border Ukraine hopefully route clinic longest riskiest part journey
4493,1.56e+18,2022-08-17 03:00:43+00:00,"Marketing Rules 
https://t.co/ZmB5MCLTBh #Marketing #MarketingStrategy #PINKVENOM #drybumming #Ukraine @TwitterMktg @bchesky https://t.co/MYFBL8Al6z",United Kingdom,0,0,United Kingdom,Europe,Marketing Rules
4496,1.56e+18,2022-08-17 03:00:12+00:00,"Top story: Russia-Ukraine war latest: what we know on day 175 of the invasion | Ukraine | The Guardian https://t.co/YQ350Y2p4y, see more https://t.co/oTkuCUlhhX",United Kingdom,1,1,United Kingdom,Europe,story Russia-Ukraine latest know invasion Ukraine Guardian
4497,1.56e+18,2022-08-17 03:05:45+00:00,work #Volyn #Ukraine #TikTok #gutter https://t.co/zv4kWcKRjP,Україна,0,0,Ukraine,Europe,work
4498,1.56e+18,2022-08-17 03:00:12+00:00,Forty two countries have urged Russia to withdraw its troops from Zaporizhzhia Nuclear Power Plant in Ukraine. https://t.co/irSCOHGF1X,United Kingdom,0,0,United Kingdom,Europe,Forty countries urged Russia withdraw troops Zaporizhzhia Nuclear Power Plant Ukraine
4500,1.56e+18,2022-08-17 03:00:01+00:00,"Animal shelter Dogs and Cats, we need your help!
Raising funds food for animals.
PayPal: dogandcat.helper@gmail.com
https://t.co/Z3re0ItTfy
https://t.co/I9dbwRrtg0
https://t.co/71pErM8xBZ

#Ukraine #Patreon #dogsoftwitter #Shelter #Dogs #Cats #Cute #Pets #Funny
#Dogsarefamily https://t.co/n1hU7TAv7c",United Kingdom,0,2,United Kingdom,Europe,Animal shelter Dogs Cats need help Raising funds food animals.PayPal dogandcat.helper.com
4504,1.56e+18,2022-08-17 02:59:48+00:00,"Putin blamed the US for dragging the war in Ukraine out, even though he could call Russian troops home at any moment #SmartNews  https://t.co/E0z7vHYiiz",United Kingdom,0,0,United Kingdom,Europe,Putin blamed dragging Ukraine even though could call Russian troops home moment
4505,1.56e+18,2022-08-17 02:59:28+00:00,"“Russia is like a monkey with a hand grenade,” he added. “It’s a problem for the whole world. We don’t know if they are going to blow everyone up.”
#UkraineRussiaWar #Ukraine #PutinWarCriminal 
https://t.co/oVLfa4WPyR",United Kingdom,0,1,United Kingdom,Europe,Russia like monkey hand grenade added problem whole world dont know going blow everyone
4508,1.56e+18,2022-08-17 02:59:16+00:00,Apparently Mike has never heard of drought or Russia’s aggression in Ukraine. Definitely not govt material in that case. https://t.co/Qds2nsqfvn,United Kingdom,0,0,United Kingdom,Europe,Apparently Mike never heard drought Russias aggression Ukraine Definitely govt material case
4509,1.56e+18,2022-08-17 02:58:41+00:00,#Taiwan with #Ukraine! https://t.co/EhIkhIpcOp,United Kingdom,0,0,United Kingdom,Europe,
4519,1.56e+18,2022-08-17 02:58:39+00:00,"EAM S Jaishankar said the world has somewhat accepted New Delhi's position on buying #Russian oil amid Moscow's ongoing war in #Ukraine

https://t.co/LP1OK3IHtf",United Kingdom,6,53,United Kingdom,Europe,Jaishankar said world somewhat accepted Delhi position buying amid Moscow ongoing
4531,1.56e+18,2022-08-17 02:54:00+00:00,Lastest 15 August: Nice. Ukrainians DESTROY Multiple Russian Bases | War in Ukraine Explained #ukraine #russia #donbas #Donetsk  #Luhansk #UkraineRussia #Crimea #Dnipro #Kherson ▶https://t.co/UBGj64kIMC,United States,3,1,United States,USA,Lastest August Nice Ukrainians DESTROY Multiple Russian Bases Ukraine Explained
4534,1.56e+18,2022-08-17 02:53:57+00:00,"The Indian Express: Russia Ukraine War News Live Updates: Blasts, fire hits military depot in Russian-annexed Crimea.
https://t.co/4dqD4ALZ4R

via @GoogleNews",United States,0,0,United States,USA,Indian Express Russia Ukraine News Live Updates Blasts fire hits military depot Russian-annexed Crimea
4536,1.56e+18,2022-08-17 02:53:48+00:00,"National Post: Ukraine and Russia: What you need to know right now.
https://t.co/KORT49MZ48

via @GoogleNews",United States,0,0,United States,USA,National Post Ukraine Russia What need know right
4537,1.56e+18,2022-08-17 02:53:02+00:00,"Book with a fascinating insight into Russia, Ukraine,the ex-Soviet Republics and the world at large https://t.co/JYS4t5piR4 via @amazon
 #classic #dysopia",United States,0,0,United States,USA,Book fascinating insight Russia Ukraine ex-Soviet Republics world large
4538,1.56e+18,2022-08-17 02:52:06+00:00,"CNN: August 16, 2022 Russia-Ukraine news.
https://t.co/R0ZBBl6DI2

via @GoogleNews",United States,1,1,United States,USA,August Russia-Ukraine news
4540,1.56e+18,2022-08-17 02:51:32+00:00,"BBC: Ukraine round-up: Is Russia running out of troops?.
https://t.co/1e1UVmm2xS

via @GoogleNews",United States,0,0,United States,USA,Ukraine round-up Russia running troops
4541,1.56e+18,2022-08-17 02:51:26+00:00,"The Washington Post: Russia-Ukraine war latest updates.
https://t.co/Jxr6ogBEmq

via @GoogleNews",United States,1,1,United States,USA,Washington Post Russia-Ukraine latest updates
4542,1.56e+18,2022-08-17 02:50:02+00:00,"USA TODAY: Russia blames sabotage for 'state of emergency' in Crimea, sees 'no need' for nuclear weapons in Ukraine: Live updates.
https://t.co/vMgqC0icDa

via @GoogleNews",United States,1,1,United States,USA,TODAY Russia blames sabotage 'state emergency Crimea sees need nuclear weapons Ukraine Live updates
4549,1.56e+18,2022-08-17 02:48:36+00:00,"When Ruzzia says ""sabotage"" it means Ukraine successfully shot missiles; when Ruzzia says ""no need for nukes"" it means Ruzzia will use a nuke soon. https://t.co/EcMTIYuzKD",United States,0,0,United States,USA,When Ruzzia says sabotage means Ukraine successfully shot missiles Ruzzia says need nukes means Ruzzia nuke soon
4550,1.56e+18,2022-08-17 02:48:13+00:00,"In a word, yes! Carl Bildt: Did the Afghan Failure Lead to the Ukraine War?  @ProSyn https://t.co/McTQQ5F0NT",United States,0,1,United States,USA,word Carl Bildt Afghan Failure Lead Ukraine
4553,1.56e+18,2022-08-17 02:47:11+00:00,Ukraine war: Thousands of Jews quit Russia amid fears of persecution https://t.co/8dMFxs1agD,United States,0,1,United States,USA,Ukraine Thousands Jews quit Russia amid fears persecution
4555,1.56e+18,2022-08-17 02:46:19+00:00,I'm all for Ukraine kicking Russia's ass but I have to admit I'm getting sick of Ukraine telling the US EVERY SINGLE DAY that we are not doing enough to help them. They need more. Europe needs to step up.,United States,0,0,United States,USA,Ukraine kicking Russia admit getting sick Ukraine telling EVERY SINGLE enough help They need Europe needs step
4556,1.56e+18,2022-08-17 02:45:00+00:00,"What lies at the root of the conflict in #Ukraine?

Check out the responses in this episode of #HumansOfRaisina. 

@raisinadialogue

#UkraineCrisis #RussiaUkraine #Russia

https://t.co/2jJFtXfVMo",United States,0,0,United States,USA,What lies root conflict Check responses episode
4557,1.56e+18,2022-08-17 02:44:53+00:00,I feel deeply disturbed by the agitation to refuse all Russians visa to the EU because most Russians support Putin's war in Ukraine. Hundreds of thousands of liberal Russians who oppose the war have fled Russia. They must not be punished!,United States,77,783,United States,USA,feel deeply disturbed agitation refuse Russians visa Russians support Putin Ukraine Hundreds thousands liberal Russians oppose fled Russia They must punished
4559,1.56e+18,2022-08-17 02:43:44+00:00,I wonder: how long before Ukraine takes out the Kerch Strait Bridge between Russia and Crimea?  Because  it’s becoming likelier they can. https://t.co/BNXjgx7r0m,United States,1,6,United States,USA,wonder long Ukraine takes Kerch Strait Bridge Russia Crimea Because becoming likelier
4564,1.56e+18,2022-08-17 02:43:41+00:00,"Combat footage Russia vs ukraine #UkraineRussiaWar #Russia #RunBTS #RunBTSComeback #BidenDestroysAmerica #Putin #Zelensky #Donetsk Jokowi #MenjadiIndonesia 
https://t.co/aBwNthDXEu",United States,0,1,United States,USA,Combat footage Russia ukraine Jokowi
4566,1.56e+18,2022-08-17 02:43:13+00:00,A video released by the Russian Ministry of Defense showed components of this air defense system at Taganrog Air Base in Russia. https://t.co/7KJyVi5oTF,United States,2,0,United States,USA,video released Russian Ministry Defense showed components defense system Taganrog Base Russia
4567,1.56e+18,2022-08-17 02:43:00+00:00,"Russia is running out of the people, equipment and supplies to continue the war against Ukraine. The west and Ukraine should not take their boot off of the Orcs throat until the Ukraine is whole again.

#SlavaUkraini https://t.co/swUHnacSE9",United States,0,1,United States,USA,Russia running people equipment supplies continue Ukraine west Ukraine take boot Orcs throat Ukraine whole
4571,1.56e+18,2022-08-17 02:41:32+00:00,"Live breaking news: Morrison defends secret ministry decision; NSW premier announces permanent reconstruction body
⁦@ScottMorrisonMP⁩  https://t.co/IMV2S3B1am",United States,0,0,United States,USA,Live breaking news Morrison defends secret ministry decision premier announces permanent reconstruction body
4579,1.56e+18,2022-08-17 02:41:32+00:00,"A powerful #explosion occurred at an ammunition depot in the village of #Miskoy, #Dzhankoysky district of the #Crimea. As a result, the railway was damaged, and local residents were evacuated from the accident area.
#Russia #Ukraine #Russian #UkraineWar https://t.co/Jh7drDdduQ",United States,1,4,United States,USA,powerful occurred ammunition depot village district result railway damaged local residents evacuated accident area
4581,1.56e+18,2022-08-17 02:41:09+00:00,"If we are serious about defeating #Russia in #Ukraine why don’t we destroy the #KerchBridge, denying Russian military easy access to their Southern Front? It would be difficult but not impossible. It’s as though we’re fighting with one arm tied behind back!  #UkraineRussiaWar https://t.co/Z4Jt4YXTEO",United States,3,5,United States,USA,serious defeating dont destroy denying Russian military easy access Southern Front would difficult impossible though fighting tied behind back
4585,1.56e+18,2022-08-17 02:40:48+00:00,"North Korea and the Russian-backed separatist Donetsk region of Ukraine will develop ""equally beneficial bilateral cooperation"".

Follow the latest Ukraine war updates in our live blog 👇 https://t.co/6r4KAHMG5Z",United States,6,6,United States,USA,North Korea Russian-backed separatist Donetsk region Ukraine develop equally beneficial bilateral cooperation .Follow latest Ukraine updates live blog
4590,1.56e+18,2022-08-17 02:40:10+00:00,S. Arabia's Kingdom Holding Co invested over $500m into Russia energy firms amid Ukraine invasion https://t.co/BiRbM3QzSc,United States,4,6,United States,USA,Arabia Kingdom Holding invested 500m Russia energy firms amid Ukraine invasion
4597,1.56e+18,2022-08-17 02:40:09+00:00,"Russia: *Invades Ukraine*
Also Russia: We beg you Americans and British to stop killing our Russian soldiers, please!
Me: What? If you're that bothered, get the heck out of Ukraine you IDIOTS!
#FckPutin #IStandWithUkraine https://t.co/0Ek3nT3bLc",United States,1,2,United States,USA,Russia Invades Ukraine Also Russia Americans British stop killing Russian soldiers please What bothered heck Ukraine IDIOTS
4599,1.56e+18,2022-08-17 02:39:36+00:00,"Russian troops in south Ukraine squeezed as Kyiv ramps up strikes on bridges, ammo depots

https://t.co/5HL9JcOy40",United States,0,0,United States,USA,Russian troops south Ukraine squeezed Kyiv ramps strikes bridges ammo depots
4605,1.56e+18,2022-08-17 02:39:19+00:00,"Good Morning 😊

New #Ukraine 🇺🇦/ #Russia 🇷🇺 Thread 17.08.2022 ( DAY : 175) #UkraineRussiaWar

DAY : 174 FULL THREAD 👇👇
https://t.co/Mw2WczrBn8",United States,0,0,United States,USA,Good Morning Thread FULL THREAD
4606,1.56e+18,2022-08-17 02:39:15+00:00,"Sky's @AliBunkallSKY, who is in Odesa, says the latest strike in Crimea shows there is at least one group of undercover Ukrainian soldiers working  inside the occupied territory.

Latest: https://t.co/fpMAYpEJRi",United States,0,0,United States,USA,Odesa says latest strike Crimea shows least group undercover Ukrainian soldiers working inside occupied territory.Latest
